20	1	0.000412
20	2	0.000413
20	4	0.000411
20	8	0.000417
20	10	0.000425
40	1	0.000411
40	2	0.000409
40	4	0.000417
40	8	0.000413
40	10	0.000408
80	1	0.000415
80	2	0.00042
80	4	0.000431
80	8	0.000416
80	10	0.00044
160	1	0.000415
160	2	0.00042
160	4	0.000404
160	8	0.000413
160	10	0.000408
320	1	0.000394
320	2	0.000406
320	4	0.000399
320	8	0.000398
320	10	0.000402

