20	1	0.001539
20	2	0.001547
20	4	0.001542
20	8	0.001531
20	10	0.001548
40	1	0.001615
40	2	0.001605
40	4	0.00159
40	8	0.001597
40	10	0.001635
80	1	0.001791
80	2	0.001737
80	4	0.001688
80	8	0.001681
80	10	0.001692
160	1	0.002039
160	2	0.001963
160	4	0.001882
160	8	0.001901
160	10	0.001916
320	1	0.00258
320	2	0.002342
320	4	0.00227
320	8	0.00226
320	10	0.002244

